Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
4310,61,Female,Necklace,Accessories,56,Wyoming,M,Olive,Summer,3.8,No,Next Day Air,No,Yes,1,Bank Transfer,Every 3 Months
4311,31,Female,Necklace,Accessories,269,Arkansas,S,Silver,Fall,4.7,Yes,Free Shipping,Yes,No,13,Bank Transfer,Weekly
4312,36,Male,Pants,Clothing,240,South Dakota,L,Silver,Winter,4.3,Yes,Free Shipping,No,Yes,23,Bank Transfer,Weekly
4313,24,Female,Blazer,Outerwear,37,Idaho,XL,Peach,Winter,3.7,No,Next Day Air,No,Yes,1,Debit Card,Annually
4314,31,Female,Parka,Outerwear,295,Illinois,L,Green,Fall,4.6,Yes,Standard,Yes,Yes,20,Bank Transfer,Monthly
4315,37,Male,Windbreaker,Outerwear,223,Arizona,S,Pink,Fall,3.8,Yes,Store Pickup,Yes,Yes,9,Debit Card,Bi-Weekly
4316,34,Male,Sandals,Footwear,195,Tennessee,XL,Black,Fall,4.1,Yes,Standard,Yes,Yes,17,Credit Card,Weekly
4317,18,Male,Sweater,Clothing,84,Texas,L,Olive,Fall,2.2,No,Store Pickup,Yes,Yes,1,Bank Transfer,Annually
4318,68,Female,Coat,Outerwear,99,Kansas,M,Turquoise,Spring,2.7,No,Store Pickup,Yes,Yes,3,Debit Card,Every 3 Months
4319,31,Male,Cardigan,Outerwear,186,Alabama,S,Gold,Spring,4.8,Yes,Express,No,Yes,21,Credit Card,Weekly
4320,34,Female,Cardigan,Outerwear,106,Indiana,M,Indigo,Winter,4.4,Yes,Standard,No,Yes,22,Bank Transfer,Bi-Weekly
4321,38,Female,Sneakers,Footwear,131,South Carolina,XL,Violet,Winter,3.6,Yes,2-Day Shipping,Yes,Yes,20,Venmo,Bi-Weekly
4322,39,Female,Pants,Clothing,153,Indiana,S,Beige,Summer,4.0,Yes,Free Shipping,No,Yes,7,Credit Card,Monthly
4323,25,Male,Coat,Outerwear,241,Georgia,M,Peach,Winter,4.5,Yes,Express,Yes,Yes,5,Cash,Monthly
4324,39,Female,Skirt,Clothing,179,Arizona,M,Beige,Fall,4.2,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly
4325,45,Male,Cardigan,Outerwear,235,Washington,M,Lavender,Winter,3.5,Yes,Free Shipping,Yes,Yes,6,Venmo,Monthly
4326,56,Male,Windbreaker,Outerwear,74,Washington,XL,Violet,Spring,3.3,No,Next Day Air,No,Yes,2,Venmo,Every 3 Months
4327,30,Male,Ring,Accessories,218,Mississippi,XL,Yellow,Fall,3.7,Yes,Store Pickup,Yes,Yes,8,Bank Transfer,Monthly
4328,32,Female,Heels,Footwear,253,Rhode Island,S,Purple,Summer,3.7,Yes,Store Pickup,No,Yes,24,Bank Transfer,Bi-Weekly
4329,32,Female,Vest,Outerwear,130,Delaware,L,Teal,Summer,4.7,Yes,2-Day Shipping,No,Yes,24,Credit Card,Monthly
4330,70,Female,T-shirt,Clothing,61,Texas,S,Beige,Spring,3.7,No,Next Day Air,No,Yes,5,Credit Card,Every 3 Months
4331,40,Female,Sweater,Clothing,217,Idaho,S,Yellow,Spring,4.5,Yes,Standard,Yes,Yes,24,PayPal,Bi-Weekly
4332,41,Male,Cardigan,Outerwear,138,Tennessee,L,Violet,Fall,3.8,Yes,Express,No,No,6,Cash,Bi-Weekly
4333,43,Female,Parka,Outerwear,156,Washington,M,Blue,Winter,4.4,Yes,Standard,Yes,Yes,11,Bank Transfer,Weekly
4334,36,Female,Hoodie,Clothing,113,Pennsylvania,S,Turquoise,Summer,4.6,Yes,Free Shipping,Yes,Yes,19,Cash,Monthly
4335,33,Male,T-shirt,Clothing,206,Pennsylvania,L,White,Winter,3.7,Yes,Express,Yes,Yes,24,Cash,Weekly
4336,20,Female,Vest,Outerwear,77,Iowa,L,Red,Spring,2.4,No,Next Day Air,Yes,No,3,Cash,Every 3 Months
4337,29,Male,Boots,Footwear,176,Mississippi,XL,White,Spring,3.8,Yes,Standard,No,Yes,16,Cash,Weekly
4338,69,Male,Sandals,Footwear,56,Wyoming,M,Violet,Spring,2.1,No,2-Day Shipping,No,No,3,Venmo,Every 3 Months
4339,32,Female,Heels,Footwear,123,Iowa,M,Brown,Summer,4.4,Yes,Next Day Air,No,Yes,22,Bank Transfer,Monthly
4340,27,Male,Boots,Footwear,296,Idaho,L,Pink,Winter,4.3,Yes,Express,Yes,Yes,18,PayPal,Bi-Weekly
4341,58,Male,Vest,Outerwear,69,Wyoming,L,Magenta,Fall,3.4,No,Store Pickup,No,No,5,Debit Card,Quarterly
4342,35,Female,Jacket,Clothing,173,Maryland,XL,Turquoise,Winter,3.8,Yes,2-Day Shipping,Yes,No,14,PayPal,Weekly
4343,28,Male,Sandals,Footwear,100,New Mexico,S,Charcoal,Spring,4.7,Yes,Express,Yes,No,24,Credit Card,Bi-Weekly
4344,63,Male,Parka,Outerwear,61,Nebraska,L,White,Summer,2.9,No,Store Pickup,Yes,Yes,1,Cash,Quarterly
4345,26,Male,Pants,Clothing,254,North Dakota,XL,Silver,Fall,4.0,Yes,Free Shipping,Yes,Yes,8,PayPal,Weekly
4346,34,Female,Sunglasses,Accessories,296,Montana,M,Green,Winter,4.1,Yes,Store Pickup,Yes,No,20,Venmo,Monthly
4347,67,Male,Necklace,Accessories,58,Arizona,L,Violet,Spring,2.6,No,Standard,No,Yes,4,Debit Card,Annually
4348,65,Male,Belt,Accessories,65,Mississippi,L,Red,Spring,3.9,No,Next Day Air,Yes,Yes,5,Credit Card,Annually
4349,40,Female,Sandals,Footwear,196,Alabama,M,Maroon,Fall,4.6,Yes,2-Day Shipping,Yes,Yes,24,Cash,Weekly
4350,26,Female,Necklace,Accessories,229,Virginia,M,Brown,Fall,4.9,Yes,Store Pickup,Yes,Yes,9,Venmo,Monthly
4351,31,Male,Flats,Footwear,116,Iowa,L,Gold,Summer,4.0,Yes,Store Pickup,Yes,Yes,15,Bank Transfer,Monthly
4352,44,Male,Shirt,Clothing,178,Arkansas,S,Teal,Spring,4.1,Yes,Next Day Air,Yes,Yes,13,Venmo,Weekly
4353,21,Male,Cardigan,Outerwear,74,Idaho,S,Teal,Winter,3.6,No,Store Pickup,Yes,No,4,PayPal,Annually
4354,32,Male,Pants,Clothing,158,Alabama,XL,Blue,Winter,4.1,Yes,Next Day Air,Yes,Yes,6,Bank Transfer,Bi-Weekly
4355,43,Female,Heels,Footwear,102,Oregon,L,Teal,Spring,4.3,Yes,2-Day Shipping,Yes,No,4,Debit Card,Monthly
4356,26,Male,Sneakers,Footwear,181,West Virginia,S,Blue,Fall,4.8,Yes,Standard,No,Yes,24,Debit Card,Monthly
4357,25,Female,Cardigan,Outerwear,185,Idaho,XL,Yellow,Winter,3.8,Yes,2-Day Shipping,Yes,Yes,7,Debit Card,Bi-Weekly
4358,20,Female,Sunglasses,Accessories,52,Delaware,L,Peach,Summer,3.2,No,Free Shipping,No,No,2,Bank Transfer,Annually
4359,45,Male,Dress,Clothing,266,Washington,S,Indigo,Winter,3.6,Yes,Express,No,Yes,11,Credit Card,Weekly
4360,21,Female,T-shirt,Clothing,78,Illinois,XL,Magenta,Winter,3.9,No,Store Pickup,Yes,No,1,Cash,Annually
4361,42,Female,Sandals,Footwear,109,Pennsylvania,M,Black,Winter,4.2,Yes,Store Pickup,Yes,No,24,Cash,Monthly
4362,34,Male,Earrings,Accessories,211,Florida,XL,Magenta,Summer,4.5,Yes,Free Shipping,No,No,18,Venmo,Monthly
4363,27,Male,Sweater,Clothing,194,Iowa,XL,Brown,Fall,3.7,Yes,Free Shipping,Yes,Yes,21,Cash,Monthly
4364,27,Male,Sweater,Clothing,251,Connecticut,M,Gray,Summer,3.6,Yes,Free Shipping,No,No,10,Bank Transfer,Bi-Weekly
4365,58,Female,Parka,Outerwear,30,Missouri,M,Silver,Spring,3.2,No,2-Day Shipping,Yes,No,2,PayPal,Annually
4366,20,Male,Flats,Footwear,91,Louisiana,L,Red,Fall,3.3,No,Standard,No,No,3,Venmo,Annually
4367,38,Male,Loafers,Footwear,193,Oklahoma,XL,Blue,Summer,4.1,Yes,Free Shipping,Yes,Yes,19,Venmo,Bi-Weekly
4368,18,Male,Shirt,Clothing,36,Pennsylvania,M,Yellow,Spring,2.9,No,Standard,No,No,0,Venmo,Every 3 Months
4369,28,Male,Pants,Clothing,151,Vermont,M,Pink,Fall,3.7,Yes,Store Pickup,No,No,17,Venmo,Bi-Weekly
4370,26,Male,Skirt,Clothing,93,Alaska,L,Black,Spring,4.0,Yes,Standard,Yes,Yes,3,Cash,Bi-Weekly
4371,18,Male,Shirt,Clothing,88,Wyoming,XL,Blue,Spring,2.2,No,Standard,Yes,No,5,Debit Card,Every 3 Months
4372,43,Male,Cardigan,Outerwear,294,Wisconsin,L,Olive,Summer,4.6,Yes,Store Pickup,No,No,15,Credit Card,Bi-Weekly
4373,26,Female,Vest,Outerwear,87,Oklahoma,M,Magenta,Summer,3.9,Yes,Store Pickup,Yes,Yes,20,Venmo,Weekly
4374,45,Female,Sunglasses,Accessories,143,Arizona,M,Gray,Fall,4.1,Yes,Store Pickup,No,Yes,6,PayPal,Weekly
4375,21,Male,Earrings,Accessories,69,Hawaii,L,Silver,Winter,2.7,No,Store Pickup,No,No,3,Cash,Every 3 Months
4376,68,Female,T-shirt,Clothing,83,West Virginia,L,Magenta,Fall,2.5,No,Free Shipping,Yes,No,1,Credit Card,Annually
4377,35,Female,Blazer,Outerwear,147,Wisconsin,L,Brown,Summer,3.5,Yes,Next Day Air,Yes,Yes,5,Bank Transfer,Monthly
4378,64,Female,Flats,Footwear,70,Alabama,XL,Gold,Spring,3.4,No,Standard,Yes,No,1,Debit Card,Every 3 Months
4379,39,Female,Loafers,Footwear,97,Tennessee,M,Gold,Summer,3.5,Yes,Free Shipping,No,No,14,PayPal,Weekly
4380,33,Female,Cardigan,Outerwear,97,New Mexico,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,Yes,12,Debit Card,Monthly
4381,34,Male,Pants,Clothing,102,Florida,S,Brown,Winter,4.5,Yes,2-Day Shipping,Yes,No,4,Credit Card,Bi-Weekly
4382,39,Male,Bracelet,Accessories,221,Tennessee,S,Black,Fall,4.6,Yes,Standard,Yes,Yes,18,Debit Card,Weekly
4383,24,Female,Sweater,Clothing,77,Pennsylvania,L,Green,Summer,2.1,No,Store Pickup,Yes,No,0,Credit Card,Every 3 Months
4384,39,Female,Sandals,Footwear,81,Iowa,S,Blue,Spring,3.6,Yes,Express,Yes,Yes,13,Venmo,Bi-Weekly
4385,42,Female,Sunglasses,Accessories,136,Massachusetts,XL,Purple,Fall,4.9,Yes,Express,Yes,No,3,Bank Transfer,Bi-Weekly
4386,22,Female,Sweater,Clothing,46,New Mexico,XL,Black,Fall,2.3,No,Standard,No,Yes,1,Credit Card,Annually
4387,27,Male,Watch,Accessories,158,Tennessee,M,Red,Fall,4.7,Yes,Store Pickup,Yes,No,23,Credit Card,Monthly
4388,36,Male,Vest,Outerwear,121,Montana,L,Yellow,Summer,4.7,Yes,2-Day Shipping,Yes,Yes,19,Credit Card,Bi-Weekly
4389,39,Female,Heels,Footwear,222,New Jersey,S,Maroon,Winter,3.6,Yes,Standard,No,Yes,24,Bank Transfer,Monthly
4390,31,Female,Earrings,Accessories,179,Oklahoma,XL,Maroon,Spring,4.8,Yes,Standard,No,No,15,Debit Card,Bi-Weekly
4391,40,Male,Ring,Accessories,104,Montana,L,Beige,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,4,Bank Transfer,Monthly
4392,44,Female,Coat,Outerwear,223,Arizona,S,Pink,Spring,3.8,Yes,Free Shipping,No,Yes,22,Cash,Monthly
4393,38,Male,Heels,Footwear,288,Alaska,XL,Olive,Spring,4.8,Yes,Standard,No,No,17,Debit Card,Weekly
4394,35,Male,Pants,Clothing,177,Missouri,S,Turquoise,Fall,4.6,Yes,Free Shipping,No,Yes,6,Venmo,Monthly
4395,25,Male,Coat,Outerwear,126,Tennessee,M,Olive,Summer,3.8,Yes,Store Pickup,Yes,No,11,PayPal,Bi-Weekly
4396,36,Female,Jacket,Clothing,150,Colorado,M,Brown,Fall,4.5,Yes,Next Day Air,Yes,Yes,15,Bank Transfer,Bi-Weekly
4397,26,Male,Boots,Footwear,236,Wyoming,M,Black,Spring,5.0,Yes,Next Day Air,No,Yes,4,Debit Card,Bi-Weekly
4398,41,Male,Vest,Outerwear,271,Indiana,M,Purple,Winter,4.4,Yes,2-Day Shipping,No,Yes,8,Venmo,Monthly
4399,55,Female,Belt,Accessories,20,Virginia,XL,Violet,Spring,2.2,No,2-Day Shipping,No,No,2,Bank Transfer,Every 3 Months
4400,39,Male,T-shirt,Clothing,128,Michigan,L,Brown,Summer,4.0,Yes,2-Day Shipping,No,No,4,Cash,Bi-Weekly
4401,64,Female,Bracelet,Accessories,46,Washington,XL,Lavender,Summer,3.6,No,Standard,No,Yes,4,PayPal,Every 3 Months
4402,19,Female,Earrings,Accessories,94,Mississippi,M,White,Fall,3.8,No,Store Pickup,Yes,Yes,2,PayPal,Every 3 Months
4403,26,Female,Skirt,Clothing,213,New Mexico,XL,Gold,Winter,4.9,Yes,Free Shipping,Yes,No,3,Credit Card,Monthly
4404,66,Female,Ring,Accessories,26,Idaho,L,Indigo,Spring,3.9,No,Standard,No,Yes,1,Debit Card,Annually
4405,64,Male,Pants,Clothing,39,Wyoming,L,White,Fall,2.2,No,Standard,Yes,No,2,Bank Transfer,Quarterly
4406,57,Female,Vest,Outerwear,54,New Mexico,S,Blue,Fall,2.7,No,2-Day Shipping,Yes,No,1,Credit Card,Every 3 Months
4407,25,Male,Windbreaker,Outerwear,248,Montana,L,Olive,Winter,4.4,Yes,Standard,No,Yes,7,Bank Transfer,Weekly
4408,28,Male,Coat,Outerwear,239,South Carolina,L,Silver,Summer,4.1,Yes,Express,Yes,No,10,PayPal,Monthly
4409,58,Male,Sneakers,Footwear,76,Louisiana,S,Purple,Winter,2.4,No,Free Shipping,No,No,1,PayPal,Every 3 Months
4410,44,Female,Parka,Outerwear,284,Michigan,L,Pink,Spring,4.6,Yes,Next Day Air,Yes,Yes,5,Debit Card,Monthly
4411,69,Female,Watch,Accessories,74,Oregon,M,Indigo,Winter,2.5,No,Free Shipping,Yes,Yes,4,PayPal,Every 3 Months
4412,36,Male,Necklace,Accessories,211,California,S,Peach,Spring,4.3,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Bi-Weekly
4413,22,Male,Bag,Accessories,46,Colorado,L,Maroon,Winter,2.4,No,2-Day Shipping,Yes,No,4,Venmo,Every 3 Months
4414,29,Male,Windbreaker,Outerwear,111,New Hampshire,S,Teal,Fall,4.2,Yes,Free Shipping,Yes,No,23,Venmo,Bi-Weekly
4415,25,Male,T-shirt,Clothing,130,Colorado,S,Yellow,Fall,4.0,Yes,Standard,Yes,No,14,Cash,Bi-Weekly
4416,44,Female,Cardigan,Outerwear,284,Colorado,XL,Purple,Fall,3.8,Yes,Store Pickup,No,Yes,17,Bank Transfer,Weekly
4417,67,Female,Jacket,Clothing,59,Arizona,L,Cyan,Spring,2.3,No,Next Day Air,Yes,No,4,Cash,Annually
4418,55,Female,Watch,Accessories,41,Wisconsin,M,Silver,Summer,2.4,No,Standard,Yes,Yes,5,Bank Transfer,Quarterly
4419,26,Female,Skirt,Clothing,261,Ohio,XL,Yellow,Fall,3.8,Yes,Free Shipping,No,Yes,8,Credit Card,Weekly
4420,40,Female,Sweater,Clothing,92,Michigan,L,Pink,Summer,3.6,Yes,Express,No,No,11,Credit Card,Weekly
4421,64,Female,Ring,Accessories,30,Wisconsin,L,Cyan,Fall,3.2,No,Free Shipping,Yes,No,2,PayPal,Quarterly
4422,67,Male,Boots,Footwear,97,Alabama,L,Lavender,Fall,2.8,No,Next Day Air,No,Yes,5,Cash,Quarterly
4423,32,Female,Bracelet,Accessories,295,Louisiana,XL,Blue,Summer,4.8,Yes,Next Day Air,Yes,Yes,6,Debit Card,Monthly
4424,27,Female,Boots,Footwear,286,New Mexico,M,Gold,Spring,3.8,Yes,Standard,Yes,Yes,25,PayPal,Bi-Weekly
4425,43,Male,Vest,Outerwear,215,Michigan,S,Gray,Winter,4.1,Yes,Express,No,Yes,11,Bank Transfer,Weekly
4426,19,Male,Bracelet,Accessories,99,Mississippi,L,Yellow,Winter,3.7,No,Free Shipping,No,No,0,Bank Transfer,Annually
4427,45,Male,Earrings,Accessories,223,New Jersey,M,Orange,Winter,4.6,Yes,Next Day Air,No,Yes,15,Credit Card,Bi-Weekly
4428,28,Female,Necklace,Accessories,250,Minnesota,S,Gold,Summer,4.7,Yes,Standard,Yes,No,12,Bank Transfer,Weekly
4429,21,Female,Loafers,Footwear,81,Maine,M,Violet,Summer,3.4,No,Store Pickup,No,Yes,2,Venmo,Quarterly
4430,30,Female,Vest,Outerwear,133,Oklahoma,M,Lavender,Winter,4.4,Yes,Standard,Yes,No,12,Debit Card,Bi-Weekly
4431,57,Male,Coat,Outerwear,83,Mississippi,S,Pink,Winter,3.7,No,Express,Yes,No,1,Credit Card,Quarterly
4432,43,Female,Windbreaker,Outerwear,245,Utah,M,Peach,Spring,4.4,Yes,2-Day Shipping,Yes,No,25,PayPal,Weekly
4433,70,Female,Heels,Footwear,25,West Virginia,M,Brown,Winter,3.6,No,Express,No,No,1,Debit Card,Every 3 Months
4434,43,Female,Sneakers,Footwear,172,Maine,L,Teal,Fall,3.9,Yes,Express,No,No,19,Credit Card,Bi-Weekly
4435,35,Female,Sandals,Footwear,129,Kentucky,M,Teal,Fall,3.7,Yes,Next Day Air,Yes,Yes,24,Venmo,Monthly
4436,39,Female,Blazer,Outerwear,224,New Jersey,S,Turquoise,Fall,3.8,Yes,Standard,Yes,Yes,23,Venmo,Bi-Weekly
4437,57,Male,Blazer,Outerwear,61,Illinois,M,Turquoise,Fall,2.7,No,Express,Yes,No,5,Cash,Every 3 Months
4438,32,Male,Ring,Accessories,173,Texas,XL,Black,Summer,4.8,Yes,Store Pickup,No,Yes,22,Debit Card,Monthly
4439,26,Female,Parka,Outerwear,209,Idaho,M,Red,Fall,4.5,Yes,2-Day Shipping,Yes,No,20,PayPal,Weekly
4440,35,Male,Sandals,Footwear,87,Rhode Island,L,Peach,Fall,3.8,Yes,Express,Yes,Yes,6,Debit Card,Monthly
4441,44,Female,Heels,Footwear,226,New Jersey,M,Pink,Spring,4.6,Yes,Next Day Air,Yes,Yes,3,PayPal,Monthly
4442,25,Female,Loafers,Footwear,273,Iowa,S,Charcoal,Summer,4.1,Yes,Next Day Air,Yes,No,25,Debit Card,Monthly
4443,29,Male,Sandals,Footwear,104,North Dakota,L,Violet,Spring,3.8,Yes,Express,Yes,Yes,19,PayPal,Bi-Weekly
4444,25,Female,Boots,Footwear,238,South Dakota,XL,Cyan,Fall,4.7,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Monthly
4445,28,Male,Blazer,Outerwear,207,Rhode Island,XL,Turquoise,Winter,4.7,Yes,Free Shipping,Yes,Yes,22,Credit Card,Weekly
4446,45,Female,Ring,Accessories,262,Oregon,S,Magenta,Spring,3.6,Yes,2-Day Shipping,No,Yes,3,Cash,Monthly
4447,31,Female,Boots,Footwear,280,Vermont,XL,Olive,Spring,3.8,Yes,Store Pickup,No,Yes,25,Bank Transfer,Monthly
4448,44,Male,Watch,Accessories,281,Washington,M,Lavender,Winter,4.7,Yes,Free Shipping,Yes,Yes,18,PayPal,Weekly
4449,44,Male,Earrings,Accessories,119,South Dakota,S,Violet,Summer,4.7,Yes,Express,No,Yes,16,Venmo,Bi-Weekly
4450,28,Female,Bag,Accessories,103,Missouri,L,Lavender,Winter,4.1,Yes,Free Shipping,Yes,Yes,12,Credit Card,Monthly
4451,28,Male,Skirt,Clothing,203,New Jersey,XL,Charcoal,Winter,4.6,Yes,Express,Yes,Yes,22,Debit Card,Bi-Weekly
4452,42,Female,Vest,Outerwear,160,Massachusetts,M,Violet,Summer,4.9,Yes,Free Shipping,No,Yes,12,PayPal,Bi-Weekly
4453,34,Male,Sandals,Footwear,233,New Hampshire,L,Gold,Fall,3.9,Yes,Store Pickup,Yes,Yes,10,PayPal,Weekly
4454,38,Male,Cardigan,Outerwear,100,New York,L,Gold,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,15,Credit Card,Monthly
4455,37,Male,T-shirt,Clothing,235,Kansas,XL,Charcoal,Fall,4.3,Yes,Next Day Air,Yes,Yes,15,Debit Card,Monthly
4456,44,Female,Bracelet,Accessories,230,New Hampshire,XL,Blue,Fall,3.6,Yes,Store Pickup,No,Yes,20,PayPal,Bi-Weekly
4457,35,Male,Jacket,Clothing,123,Oklahoma,XL,Pink,Spring,4.0,Yes,Store Pickup,Yes,No,10,Credit Card,Bi-Weekly
4458,28,Male,Sunglasses,Accessories,189,Delaware,S,Pink,Winter,4.1,Yes,Express,Yes,No,15,Cash,Bi-Weekly
4459,38,Male,Loafers,Footwear,158,Wisconsin,S,Silver,Spring,4.1,Yes,Free Shipping,Yes,No,13,Credit Card,Bi-Weekly
4460,33,Male,Jacket,Clothing,118,Iowa,M,Pink,Fall,4.9,Yes,Express,Yes,Yes,25,Venmo,Bi-Weekly
4461,31,Female,Watch,Accessories,234,California,M,Blue,Winter,3.6,Yes,Free Shipping,Yes,Yes,9,Venmo,Monthly
4462,37,Male,Sneakers,Footwear,268,Colorado,S,Lavender,Winter,4.7,Yes,Next Day Air,No,No,7,Debit Card,Weekly
4463,43,Male,Shirt,Clothing,168,Alabama,M,White,Spring,3.8,Yes,Store Pickup,Yes,Yes,22,Debit Card,Bi-Weekly
4464,24,Male,Earrings,Accessories,84,Montana,M,Cyan,Summer,2.0,No,Free Shipping,No,No,0,Venmo,Annually
4465,66,Male,Vest,Outerwear,88,Maine,M,Magenta,Spring,2.8,No,Standard,Yes,No,4,Cash,Every 3 Months
4466,21,Female,Skirt,Clothing,81,Georgia,XL,Beige,Winter,2.7,No,Store Pickup,Yes,No,2,Bank Transfer,Quarterly
4467,37,Male,Pants,Clothing,252,Virginia,L,Red,Winter,5.0,Yes,Next Day Air,No,Yes,25,Bank Transfer,Bi-Weekly
4468,26,Male,Belt,Accessories,147,Utah,M,Orange,Summer,4.4,Yes,Express,Yes,Yes,25,Cash,Monthly
4469,42,Female,Blazer,Outerwear,166,Arizona,M,Green,Winter,4.8,Yes,Store Pickup,Yes,No,19,PayPal,Weekly
4470,28,Male,Earrings,Accessories,158,West Virginia,S,Teal,Fall,3.8,Yes,Standard,Yes,Yes,17,Cash,Weekly
4471,30,Male,Belt,Accessories,111,North Dakota,M,Lavender,Fall,3.6,Yes,Standard,Yes,Yes,23,PayPal,Bi-Weekly
4472,19,Female,Parka,Outerwear,87,West Virginia,M,Lavender,Fall,2.5,No,Next Day Air,No,No,2,PayPal,Annually
4473,62,Female,Boots,Footwear,80,Massachusetts,L,Green,Fall,2.6,No,Next Day Air,No,No,2,Credit Card,Quarterly
4474,36,Female,Flats,Footwear,255,California,XL,Charcoal,Summer,3.9,Yes,Free Shipping,No,Yes,19,Credit Card,Monthly
4475,37,Male,Flats,Footwear,174,Maine,XL,Maroon,Fall,4.3,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,Weekly
4476,25,Male,Watch,Accessories,104,Washington,L,Maroon,Fall,4.2,Yes,Free Shipping,Yes,No,22,Bank Transfer,Bi-Weekly
4477,60,Male,Windbreaker,Outerwear,59,Delaware,S,Green,Spring,3.0,No,Store Pickup,Yes,Yes,1,Bank Transfer,Annually
4478,32,Female,Pants,Clothing,255,Washington,S,Beige,Fall,4.5,Yes,Express,No,No,24,Bank Transfer,Monthly
4479,35,Female,Bracelet,Accessories,262,Mississippi,S,Charcoal,Fall,3.8,Yes,2-Day Shipping,Yes,Yes,8,Debit Card,Monthly
4480,20,Female,Loafers,Footwear,41,Missouri,M,Teal,Fall,3.6,No,Standard,Yes,Yes,1,PayPal,Quarterly
4481,30,Female,Windbreaker,Outerwear,143,Oklahoma,XL,Brown,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,17,Debit Card,Bi-Weekly
4482,28,Male,Loafers,Footwear,284,Minnesota,S,Magenta,Winter,4.7,Yes,Store Pickup,Yes,No,12,PayPal,Monthly
4483,43,Male,Sandals,Footwear,186,Ohio,S,Magenta,Summer,3.5,Yes,Store Pickup,No,No,17,Bank Transfer,Bi-Weekly
4484,57,Male,Bracelet,Accessories,92,Connecticut,M,Brown,Winter,3.3,No,Next Day Air,No,Yes,2,PayPal,Every 3 Months
4485,31,Female,Coat,Outerwear,256,Texas,L,Orange,Summer,4.3,Yes,Standard,Yes,Yes,7,PayPal,Monthly
4486,20,Male,Sunglasses,Accessories,73,Alaska,M,Charcoal,Fall,3.9,No,Free Shipping,No,No,5,Cash,Annually
4487,43,Male,Sandals,Footwear,255,Nevada,XL,Brown,Summer,4.4,Yes,Free Shipping,Yes,No,10,Credit Card,Weekly
4488,22,Female,Ring,Accessories,54,Oregon,L,Black,Spring,3.3,No,Next Day Air,No,No,1,Cash,Quarterly
4489,38,Female,Sneakers,Footwear,246,Minnesota,XL,Pink,Spring,4.4,Yes,Standard,Yes,No,4,Credit Card,Monthly
4490,32,Female,Hoodie,Clothing,227,Montana,S,Silver,Winter,3.8,Yes,2-Day Shipping,No,No,4,Bank Transfer,Bi-Weekly
4491,41,Male,Dress,Clothing,152,Alabama,L,Olive,Summer,3.8,Yes,Standard,Yes,No,25,Credit Card,Monthly
4492,69,Female,Bag,Accessories,59,Georgia,XL,Black,Spring,4.0,No,Express,No,Yes,3,Credit Card,Every 3 Months
4493,44,Male,Sweater,Clothing,160,Colorado,L,Brown,Fall,4.0,Yes,Standard,No,No,5,Debit Card,Bi-Weekly
4494,29,Male,Earrings,Accessories,151,Nevada,XL,White,Fall,4.8,Yes,Free Shipping,Yes,No,3,Debit Card,Weekly
4495,26,Female,Shirt,Clothing,280,Washington,L,Red,Fall,3.6,Yes,Free Shipping,Yes,Yes,13,Debit Card,Bi-Weekly
4496,44,Female,Jacket,Clothing,272,Tennessee,XL,Maroon,Spring,4.4,Yes,2-Day Shipping,Yes,Yes,15,Credit Card,Bi-Weekly
4497,37,Female,Windbreaker,Outerwear,88,Wisconsin,XL,Purple,Spring,3.6,Yes,Standard,Yes,Yes,13,Bank Transfer,Monthly
4498,44,Male,Coat,Outerwear,294,Delaware,XL,Black,Winter,3.7,Yes,2-Day Shipping,Yes,No,11,Debit Card,Monthly
4499,30,Male,Boots,Footwear,197,Massachusetts,S,Olive,Summer,4.4,Yes,Next Day Air,Yes,Yes,24,Credit Card,Monthly
4500,45,Male,Vest,Outerwear,190,Utah,L,Magenta,Fall,4.4,Yes,Store Pickup,Yes,No,25,Bank Transfer,Bi-Weekly
4501,36,Male,Boots,Footwear,251,Washington,L,Teal,Spring,3.9,Yes,Store Pickup,Yes,No,18,Debit Card,Bi-Weekly
4502,21,Female,Sneakers,Footwear,59,Vermont,M,Gray,Winter,2.8,No,Free Shipping,No,Yes,3,Credit Card,Annually
4503,29,Male,Blazer,Outerwear,254,Florida,S,Orange,Spring,4.3,Yes,Next Day Air,Yes,Yes,17,Credit Card,Weekly
4504,65,Male,Watch,Accessories,58,Ohio,M,Blue,Winter,3.8,No,Express,No,No,4,PayPal,Quarterly
4505,40,Male,Cardigan,Outerwear,224,Wyoming,XL,Green,Spring,4.7,Yes,Standard,No,Yes,18,Cash,Monthly
4506,60,Female,Hoodie,Clothing,84,Louisiana,M,Green,Spring,2.8,No,Express,No,Yes,0,Credit Card,Every 3 Months
